"death","pm10median","o3median","so2median","time","tmpd","lag_pm10median","lag_o3median","lag_so2median","lag_tmpd"
130,0.1280788177,-19.83719392,8.9726746072,-2530.5,17.5,NA,-14.8855122581429,1.0401952271,12.7142857142857
114,5.5664556962,-16.71733786,-0.433082753,-2529.5,29.5,NA,-14.8460856952857,0.456402709342857,13.7857142857143
123,-6.433544304,-20.06825452,3.2727518601,-2528.5,29.5,NA,-15.9088562581429,1.10521223321429,15.2142857142857
103,17.566455696,-14.58719392,2.6477518601,-2527.5,32.5,NA,-16.8605023614286,1.80759318565714,19.5
115,-5.433544304,-15.24694699,-0.35224814,-2526.5,27.5,NA,-17.2873512842857,2.00366479708571,23.1428571428571
127,NA,-17.58028032,1.6894185268,-2525.5,41,NA,-17.5423160085714,2.35999150977143,27.6428571428571
131,6.923597025,-19.95528032,2.320131538,-2524.5,36.5,NA,-17.71321255,2.58819964274286,30.5714285714286
112,17.566455696,-15.17052725,-2.454214434,-2523.5,34,NA,-17.0465458828571,0.955786922571429,32.9285714285714
126,-3.070220428,-13.83373712,0.1060851935,-2522.5,31.5,NA,-16.63460292,1.03281091492857,33.2142857142857
127,28.566455696,-19.16707045,5.3739429164,-2521.5,29.5,NA,-16.5058623385714,1.33298106582857,33.2142857142857
103,21.566455696,-18.82377335,-1.016416086,-2520.5,37,NA,-17.1110879714286,0.8095285021,33.8571428571429
128,2.5664556962,-19.22957045,3.6477518601,-2519.5,40.5,NA,-17.68003418,1.38095707354286,35.7142857142857
133,-17.1600074,0.4995962132,-1.185581473,-2518.5,32.5,8.13702742588571,-15.0971946752571,0.970242787857143,34.5
115,0.5664556962,-15.31290379,3.3560851935,-2517.5,24.5,7.22886437891429,-14.4339980281143,1.11823616721429,32.7857142857143
124,-5.433544304,-16.50040379,2.9310079406,-2516.5,35,3.9431500932,-14.6239803909714,1.8875536493,32.9285714285714
117,41.566455696,-16.88652039,4.5682064056,-2515.5,39.5,10.3198181109143,-15.0600922866857,2.52499953674286,34.0714285714286
116,42.566455696,-17.47957045,-1.768914807,-2514.5,34,12.3198181109143,-14.8190208581143,1.50459129054286,34.7142857142857
128,-2.433544304,-14.24225161,1.1117982046,-2513.5,34.5,8.89124668234286,-14.1645177524,1.80862190348571,34.3571428571429
119,-10.98039216,-13.50040379,-4.316533274,-2512.5,31.5,6.95598270288571,-13.3460653724,0.670866884328571,33.0714285714286
115,-29.4335443,3.6662628798,-4.652325393,-2511.5,23.5,5.2026202886,-12.8936844200286,0.1756177529,31.7857142857143
107,-27.4335443,-0.250403787,-3.975953564,-2510.5,24,1.20262028914286,-10.7418987053143,-0.871816355314286,31.7142857142857
111,-18.4335443,0.4995962132,-5.399866607,-2509.5,31.5,-0.654522567428571,-8.31332727628571,-2.06194129068571,31.2142857142857
116,-14.4335443,-0.267613932,-0.929868462,-2508.5,31.5,-8.65452256685714,-5.93919778228572,-2.84738055748571,30.0714285714286
115,7.5664556962,-8.915258859,3.9853955079,-2507.5,34,-13.6545225668286,-4.71572469785714,-2.02533622678571,30.0714285714286
124,35.428571429,-16.20873712,10.939418527,-2506.5,32.5,-8.24564889068571,-4.99665119928571,-0.621390466442857,29.7857142857143
119,17.566455696,-20.85457045,8.8918000592,-2505.5,38,-4.1675277684,-6.04724643642857,1.26551429544286,30.7142857142857
126,4.5664556962,-13.79207045,0.8501333926,-2504.5,35.5,0.6896150882,-8.54129405497143,2.05157983624286,32.4285714285714
147,5.5664556962,-11.35457045,-0.016416086,-2503.5,35.5,5.40390080194286,-10.1276035782571,2.61722804738571,34.0714285714286
118,6.5664556962,-11.54207045,-0.92764797,-2502.5,31.5,8.97532937282857,-11.847841673,3.2561164241,34.0714285714286
138,6.5664556962,-7.250403787,2.6117982046,-2501.5,34.5,11.9753293722857,-12.8453830808571,3.76206880504286,34.5
119,-6.523259597,-8.354570453,5.5143412739,-2500.5,36,9.96251290182857,-12.7652847371429,3.98048962875714,34.7857142857143
100,14.566455696,-10.06290379,8.6393412739,-2499.5,39.5,6.98221065425714,-11.8873085471429,3.65190716402857,35.7857142857143
119,-10.4335443,-17.41707045,-2.027325393,-2498.5,40,2.98221065482857,-11.3962371185714,2.09203209942857,36.0714285714286
123,-26.4335443,-9.067070453,-4.518914807,-2497.5,39,-1.4463607732,-10.721237119,1.32502521377143,36.5714285714286
125,-5.433544304,-3.625403787,1.4394185268,-2496.5,41,-3.01778934465714,-9.61707045285714,1.53300158702857,37.3571428571429
124,-9.433544304,-4.70873712,-3.433082753,-2495.5,36.5,-5.3035036304,-8.64087997714286,1.17508233231429,38.0714285714286
113,6.0196078431,-18.85457045,0.6477518601,-2494.5,38,-5.38162475227143,-10.2986180718571,0.8945042831,38.5714285714286
125,-11.4335443,-10.64623712,3.9867982046,-2493.5,44,-6.08309399555714,-10.6259990242857,0.676283844628571,39.7142857142857
108,34.566455696,-15.19333857,5.581767786,-2492.5,48.5,-3.22595113841429,-11.3589182785714,0.239487632071429,41
114,7.5664556962,1.1454295465,3.5197759597,-2491.5,59.5,-0.654522567528573,-8.70713256478571,1.03193068245714,43.7857142857143
109,19.566455696,7.0204295465,0.0017991319,-2490.5,54.5,5.91690600332857,-6.40891827914286,1.67774695944286,46
126,-16.4335443,5.3954295465,-5.610658726,-2489.5,31,4.34547743247143,-5.12022780292857,0.670593066185715,44.5714285714286
113,-18.08163265,3.9370962132,-5.108199941,-2488.5,25.5,3.11003624018571,-3.88510875532857,0.431290610757143,43
112,-3.433544304,-4.667070453,2.5584667259,-2487.5,28.5,1.75958593345714,-1.85832304147143,0.7042498773,41.6428571428571
125,30.566455696,-3.979570453,1.5892638274,-2486.5,33.5,7.75958593288571,-0.905942089042857,0.361744966271429,40.1428571428571
128,5.5664556962,-1.95873712,-0.886339049,-2485.5,34,3.61672879005714,0.984715260957142,-0.562270295871429,38.0714285714286
106,7.5664556962,-6.479570453,-0.235658726,-2484.5,37,3.61672879005714,-0.104570453257143,-1.09876096525714,34.8571428571429
113,NA,12.457929547,-0.435581473,-2483.5,35,NA,0.6722152611,-1.16124390881429,32.0714285714286
117,-10.33962264,11.934378822,-0.628127477,-2482.5,37.5,NA,1.60635087188571,-0.449453730385714,33
127,13.566455696,3.3745962132,1.0723520297,-2481.5,38.5,NA,1.52599372902857,0.433482265428571,34.8571428571429
120,21.566455696,-4.128860583,3.2784648713,-2480.5,39.5,NA,1.60288085331429,0.536339143342857,36.4285714285714
121,-9.433544304,7.2376914513,5.4588290447,-2479.5,41.5,NA,3.20534683964286,1.08913417438571,37.5714285714286
127,-13.4335443,10.544719676,NA,-2478.5,43,NA,4.99155495335714,NA,38.8571428571429
120,-1.433544304,12.12805301,6.2293586532,-2477.5,43.5,NA,7.64978687664286,NA,39.7857142857143
100,2.9183673469,11.586386343,2.2918586532,-2476.5,48,0.487289027271429,7.52528070464286,NA,41.6428571428571
125,28.566455696,7.0162628798,3.1784648713,-2475.5,53.5,6.04530021812857,6.8226927129,NA,43.9285714285714
132,16.566455696,1.1870962132,8.1393412739,-2474.5,57.5,6.4738716467,6.5101927129,NA,46.6428571428571
134,-27.4335443,-9.562903787,-4.310581473,-2473.5,45,-0.526128352728572,5.73390082661429,NA,47.4285714285714
107,1.5664556962,-9.320479544,-3.012628207,-2472.5,45,1.04530021872857,3.36844782728572,NA,47.9285714285714
102,5.5664556962,-7.812903787,-1.016416086,-2471.5,43,3.75958593247143,0.745930189714286,1.64277109794286,47.9285714285714
128,-3.523259597,-4.167070453,0.2727518601,-2470.5,46,3.46105517632857,-1.58194459071429,0.791827270357143,48.2857142857143
101,-4.433544304,-3.465681565,-4.143914807,-2469.5,39.5,2.41078208334286,-3.73224000614286,-0.127568938242857,47.0714285714286
125,-14.4335443,5.9995962132,-7.303712761,-2468.5,29,-3.73207505894286,-3.87747810137143,-1.62502288571429,43.5714285714286
106,1.5664556962,0.449328803,-3.058082753,-2467.5,30,-5.87493220177143,-3.98287344568571,-3.22465488955714,39.6428571428571
119,-5.433544304,-1.775052323,-0.37515148,-2466.5,41.5,-2.73207505948571,-2.87032323654286,-2.66245060484286,39.1428571428571
91,2.5664556962,-1.657578269,-3.141416086,-2465.5,29.5,-2.58921791662857,-1.7756230544,-2.68084887327143,36.9285714285714
120,-16.83018868,-7.357940167,-2.266416086,-2464.5,28,-5.7887385418,-1.71062825154286,-2.85942030184286,34.7857142857143
123,-15.4335443,2.8381232783,-3.310581473,-2463.5,35.5,-7.49020778508571,-0.709886289928572,-3.37132506371429,33.2857142857143
108,-23.4335443,12.661232079,-3.185581473,-2462.5,43.5,-10.2044934988,1.59395851635714,-3.23442030171429,33.8571428571429
117,-22.4335443,7.567289945,-4.310581473,-2461.5,50,-11.3473506416571,1.81791476375714,-2.80683011771429,36.8571428571429
134,-13.4335443,0.1132550648,-3.268914807,-2460.5,49.5,-13.4902077839714,1.76990422972857,-2.83694898257143,39.6428571428571
120,-22.4335443,-0.460698769,-4.97724814,-2459.5,40,-15.9187792119714,1.95766902315714,-3.49439136257143,39.4285714285714
120,42.169811321,-8.336195947,15.439418527,-2458.5,50,-10.2611569798571,1.00358078344286,-0.839986417857143,42.3571428571429
110,27.566455696,-1.782132779,7.5669172471,-2457.5,59.5,-3.91877921185714,1.80012469601429,0.564775486871429,46.8571428571429
111,-17.4335443,5.7270966795,-2.804868462,-2456.5,51,-4.20449349757143,2.2128351819,0.637020202728572,49.0714285714286
129,-4.433544304,1.582359668,-4.22724814,-2455.5,49.5,-1.49020778385714,0.630139123185714,0.488210678871429,49.9285714285714
93,5.5664556962,-6.566438978,0.7335839137,-2454.5,48,2.5097922156,-1.38896500867143,1.20880573411429,49.6428571428571
140,-8.433544304,-10.23310564,-2.623300144,-2453.5,52.5,3.22407792931428,-2.86701653792857,1.30103640025714,50.0714285714286
106,-4.756018217,-6.168531311,-3.152325393,-2452.5,51.5,5.74943879831428,-3.68242118678571,1.56173964982857,51.7142857142857
110,-15.13186649,-2.710197978,-3.818992059,-2451.5,54,-2.43651517468571,-2.87870719121429,-1.18946186245714,52.2857142857143
115,1.5664556962,-4.316438978,4.5284648713,-2450.5,57.5,-6.15080088894286,-3.24075093392857,-1.62352648757143,52
106,64.566455696,7.9564686886,8.4810851935,-2449.5,61.5,5.56348482477143,-2.92226921834286,-0.0112473939285717,53.5
105,NA,8.9990263347,2.4334667259,-2448.5,64,NA,-1.86274540881429,0.9402833012,55.5714285714286
120,13.566455696,17.820460345,1.3501333926,-2447.5,71,NA,1.62109735161429,1.02836179818571,58.8571428571429
97,0.5664556962,-3.1287735,-2.727325393,-2446.5,56,NA,2.63600194304286,1.01350104832857,59.3571428571429
136,-13.4335443,-15.21210683,-4.636021045,-2445.5,47,NA,1.34406258318571,0.801544526614286,58.7142857142857
112,-15.4335443,-12.92044017,0.4034648713,-2444.5,52,NA,-0.114543444242857,1.40475265951429,58.4285714285714
108,-25.4335443,4.3726345648,-2.72724814,-2443.5,49,NA,1.12675277615714,0.368222229328571,57.2142857142857
130,-11.4335443,0.6340883982,0.2293586532,-2442.5,51,NA,0.0806984489571427,-0.810595847857143,55.7142857142857
102,16.566455696,8.008437566,4.3489039999,-2441.5,57,-5.00497287311429,-0.060814232285714,-0.536961951571429,54.7142857142857
107,-0.501301236,12.041610017,4.2668000592,-2440.5,56.5,-7.01465243482857,-0.886364279142858,-0.120295284914286,52.6428571428571
118,30.566455696,-1.297101254,-1.816533274,-2439.5,53.5,-2.72893814914286,-0.624696815428572,0.00981787494285734,52.2857142857143
110,19.566455696,10.20725139,-1.143914807,-2438.5,64.5,1.98534756457143,3.00664007314286,0.508690194657143,54.7857142857143
101,-22.4335443,11.06766051,-4.85224814,-2437.5,46,0.985347564571427,6.43351159885714,-0.242125949814286,53.9285714285714
117,24.566455696,-5.585698769,7.8501333926,-2436.5,53.5,8.12820470685714,5.01089255117143,1.26892855484286,54.5714285714286
123,-11.4335443,1.0814686886,-3.517665446,-2435.5,53,8.12820470685714,5.07480402122857,0.733639397814286,54.8571428571429
110,-16.17241379,3.6628060835,-5.803917201,-2434.5,45,3.45122335171428,4.45399952372857,-0.716763630885714,53.1428571428571
108,-15.4335443,6.0587264999,-3.560581473,-2433.5,48,1.31804577114286,3.59930187842857,-1.83496099262857,51.9285714285714
134,18.566455696,-1.595729101,8.3560851935,-2432.5,50.5,-0.396239943142858,3.55664075742857,-0.381729782985714,51.5
131,NA,8.1496355908,7.6060851935,-2431.5,58,NA,3.26269564325714,0.868270217085715,50.5714285714286
126,-0.433544304,3.9124476768,-0.710256666,-2430.5,59.5,NA,2.24052238137143,1.4599832848,52.5
108,12.566455696,-8.909594361,2.9419172471,-2429.5,59,NA,1.76568015394286,0.758809549728572,53.2857142857143
112,20.968987595,19.193018455,5.8476746072,-2428.5,69.5,NA,4.35304440628571,2.09671527161429,55.6428571428571
116,NA,20.288690906,1.5378919986,-2427.5,74.5,NA,6.7281708095,3.14554515727143,59.8571428571429
131,39.566455696,21.580357573,3.8176805576,-2426.5,71,NA,8.94554667708571,4.19958259021429,63.1428571428571
123,-29.4335443,2.7984007197,-4.35224814,-2425.5,51.5,NA,9.57327950861429,2.38410639971429,63.2857142857143
104,-21.4335443,4.5382197846,5.9334667259,-2424.5,59,NA,9.05736296487143,2.14516090434286,63.4285714285714
123,NA,16.048183553,0.9394185268,-2423.5,69,NA,10.7910395186143,2.38082878902857,64.7857142857143
105,-14.33962264,-0.689865435,-2.518914807,-2422.5,56.5,NA,11.9652865080429,1.60070992415714,64.4285714285714
108,5.5664556962,9.1579531328,-1.652325393,-2421.5,62.5,NA,10.5317057477286,0.5292813527,63.4285714285714
123,21.566455696,27.210508169,-0.912030749,-2420.5,70.5,NA,11.5205367853,0.179292388757143,62.8571428571429
134,NA,1.7864497076,-2.777325393,-2419.5,66.5,NA,8.69283566167143,-0.762851318471429,62.2142857142857
101,0.5664556962,1.4683070157,-2.893914807,-2418.5,67.5,NA,8.50282227538571,-0.554517985185714,64.5
114,5.5664556962,-6.730776346,-1.685581473,-2417.5,66.5,NA,6.8929656853,-1.64295344217143,65.5714285714286
125,12.303636011,8.6797110674,-1.308082753,-2416.5,74,NA,5.84032675878571,-1.96402505357143,66.2857142857143
111,NA,-10.50543459,-2.810581473,-2415.5,61.5,NA,4.43810259378571,-2.00569172014286,67
107,-28.4335443,-12.53415181,-4.263201795,-2414.5,51,NA,1.3392304591,-2.37867406328571,65.3571428571429
105,NA,-3.661876722,-4.35224814,-2413.5,50.5,NA,-3.07111023961429,-2.87013369057143,62.5
115,8.5664556962,-10.46069877,-2.516416086,-2412.5,57.5,NA,-4.82070287927143,-2.83286093242857,61.2142857142857
106,-13.4335443,5.4922110674,-0.433082753,-2411.5,73,NA,-4.24585944331429,-2.48131349614286,62
113,5.6603773585,7.0232689332,-2.152325393,-2410.5,78.5,NA,-2.280995832,-2.547991199,63.7142857142857
104,7.5664556962,5.978843358,-0.47724814,-2409.5,78.5,NA,-2.6668340762,-2.42930054,64.3571428571429
106,8.5664556962,3.9414449124,-0.066533274,-2408.5,78.5,NA,-0.602994147285714,-2.03729365442857,66.7857142857143
115,-6.433544304,-1.45159928,-0.933082753,-2407.5,76,NA,0.980227642714286,-1.56156236271429,70.3571428571429
102,-9.433544304,8.4488641713,-2.233199941,-2406.5,76,0.151301648442857,2.71033348461429,-1.25884119142857,74
112,-11.4335443,10.158877734,-2.10224814,-2405.5,74.5,-2.70584120815714,5.6559872709,-1.199674342,76.4285714285714
111,-2.065798733,-6.382788933,-0.141416086,-2404.5,72,-1.08187755572857,3.95955869941429,-1.15800767528571,76.2857142857143
120,0.5664556962,-0.845078269,-2.858199941,-2403.5,69,-1.80958065034286,2.8355090991,-1.25884689642857,74.9285714285714
103,3.5664556962,-3.08584881,-0.393914807,-2402.5,63,-2.38100922177143,1.5405530751,-1.24694213457143,72.7142857142857
98,19.566455696,8.4651973564,-1.84974942,-2401.5,70,-0.809580650371429,2.18680342424286,-1.50168729828571,71.5
101,15.566455696,20.988255065,2.1894185268,-2400.5,71,2.33327649248571,5.3924969021,-1.05561568688571,70.7857142857143
102,4.5664556962,26.152697356,-0.471535129,-2399.5,77.5,4.33327649251429,7.92161592848572,-0.803949285171429,71
143,11.799191375,24.978892394,1.1417994792,-2398.5,74.5,7.6522387318,10.0387608799143,-0.340513911,71
88,-26.4335443,8.3058361116,-6.691533274,-2397.5,57.5,4.17113222222857,12.1371358862857,-1.27624493785714,68.9285714285714
106,8.5664556962,3.4825155826,-1.066533274,-2396.5,61,5.31398936508571,12.7553635793714,-1.02029255685714,67.7857142857143
96,4.5664556962,3.3724736824,2.7310851935,-2395.5,72.5,5.45684650794286,13.6779810782857,-0.573863985357143,69.1428571428571
117,-0.433544304,4.3909635113,-3.72724814,-2394.5,80,2.5997036508,13.0959476718429,-0.842078088214286,70.5714285714286
97,31.566455696,14.890963511,0.3585839137,-2393.5,77,4.88541793651429,12.2249060212714,-1.10362589008571,71.4285714285714
146,4.3608374384,21.5587265,4.1060851935,-2392.5,83,4.85604389968571,11.5686244704143,-0.449680129728571,72.2142857142857
120,-13.4335443,8.2482398373,-4.185581473,-2391.5,73.5,1.25136737468571,9.17853124802857,-1.21073455147143,72.0714285714286
109,4.5664556962,8.6509938435,2.0168000592,-2390.5,75,5.67993880271429,9.22783949544286,0.0333130675571428,74.5714285714286
112,29.566455696,26.549181522,4.8169172471,-2389.5,77,8.67993880268571,12.5230774867857,0.873805999142857,76.8571428571429
132,48.566455696,38.570937566,8.1393412739,-2388.5,80.5,14.9656530883714,17.5514294701571,1.64641401062857,78
106,38.566455696,23.411796845,2.7668000592,-2387.5,77.5,20.5370816598,20.2686913749714,2.57413518194286,77.6428571428571
122,23.128078818,25.296902101,-1.016416086,-2386.5,77,19.3315992486571,21.7552540306857,2.37770661055714,77.6428571428571
112,0.5664556962,8.9324096545,-3.275474057,-2385.5,76,18.7895447140571,19.9514944813286,1.3231981462,76.6428571428571
117,10.566455696,2.1824096545,-3.858199941,-2384.5,67,22.2181161420571,19.0849473123571,1.36996693648571,75.7142857142857
100,7.5664556962,6.4410352567,-1.560581473,-2383.5,72.5,22.6466875706286,18.7692389428143,0.858912431885714,75.3571428571429
108,21.566455696,25.828463511,2.1477518601,-2382.5,76,21.5038304277714,18.6662792269571,0.477603090885714,75.2142857142857
126,11.566455696,10.516614344,-0.85224814,-2381.5,70.5,16.2181161420571,14.6585187666714,-0.806909682528572,73.7857142857143
105,-7.172413793,-1.963767921,-3.141416086,-2380.5,69,9.68399192934286,11.0334380858143,-1.65094056041429,72.5714285714286
111,-5.433544304,-1.308555088,-3.268914807,-2379.5,64.5,5.60376005477143,7.23265848738571,-1.97272609198571,70.7857142857143
122,-7.433544304,7.9496197995,-3.231995796,-2378.5,72,4.46090291188571,7.09225993667143,-1.96651491184286,70.2142857142857
108,1.5664556962,4.5604300128,1.695131538,-2377.5,72.5,3.1751886262,7.43197713071429,-1.17318184341429,71
106,1.5664556962,-4.554539655,-1.610658726,-2376.5,70.5,2.31804576905714,5.86118071475714,-1.1803357367,70.7142857142857
104,-19.4335443,10.049757096,-4.268914807,-2375.5,68.5,-3.53909708751429,3.60707979832857,-2.09700240342857,69.6428571428571
120,7.8729767769,13.593277815,0.395587938,-2374.5,71,-4.0667369331,4.04660315132857,-1.91874010657143,69.7142857142857
112,6.5664556962,19.967867221,-1.643914807,-2373.5,77.5,-2.10404129178571,7.1796938859,-1.70481135242857,70.9285714285714
101,-17.4335443,10.3712265,-3.71924736,-2372.5,72.5,-3.8183270055,8.84823411275714,-1.76914457428571,72.0714285714286
114,NA,-0.918085822,-4.049413369,-2371.5,72.5,NA,7.58141902397143,-1.88591851328571,72.1428571428571
113,-8.398734177,7.3598917402,-2.795510323,-2370.5,80,NA,7.98134212788571,-2.52743877914286,73.2142857142857
119,NA,10.78915119,-1.967632514,-2369.5,80,NA,10.1732979628857,-2.57843503457143,74.5714285714286
126,2.3305084746,8.6537936783,-2.602080476,-2368.5,80.5,NA,9.9738746175,-2.34031584442857,76.2857142857143
108,-10.53312303,1.8464355695,-3.032699863,-2367.5,80.5,NA,8.29575429671429,-2.83007124457143,77.6428571428571
95,-8.694006309,0.1459300894,-2.901062426,-2366.5,80,NA,5.4640489922,-3.00966376157143,78
125,37.252365931,5.5020570333,-3.808392024,-2365.5,80,NA,4.7684533541,-3.02239871357143,79.0714285714286
119,5.2523659306,5.5237488831,-3.829117306,-2364.5,79.5,NA,5.68871545482857,-2.99092784742857,80.0714285714286
77,-8.80126183,-13.1703598,-3.48994781,-2363.5,64.5,NA,2.75582237765714,-3.09013320271429,77.8571428571429
113,-14.85488959,-3.51409928,-2.011913767,-2362.5,67,0.278851368171428,0.712500881942857,-3.096459096,76
110,-24.84858044,-0.220078269,-3.076520516,-2361.5,63,-3.60387561962857,-0.555195110528572,-3.16423624457143,73.5
108,-15.13656925,9.3086162545,-1.596730213,-2360.5,65.5,-4.26151079391429,0.510830701614286,-2.95909772314286,71.3571428571429
102,-2.845425868,19.197780199,-3.748126936,-2359.5,78,-3.42599930234286,3.23252357441429,-3.08010693885714,71.0714285714286
110,9.0977917981,23.902567386,-2.631651669,-2358.5,79.5,-7.44808132132857,5.86116791051429,-2.91200117385714,71
129,30.147798742,22.515134697,-1.898541786,-2357.5,84.5,-3.8915909197,8.28850874107143,-2.636204671,71.7142857142857
140,29.298245614,16.701669445,-2.224483287,-2356.5,81.5,1.55119585801429,12.5559414903571,-2.45542402485714,74.1428571428571
105,16.116719243,33.831914178,1.5341571638,-2355.5,81,5.97571140558571,17.8910862700714,-1.94884246331429,76.1428571428571
110,56.154574132,22.631864023,1.2194924024,-2354.5,80.5,17.5475906301571,21.1556494546429,-1.33512633211429,78.6428571428571
121,75.1829653,34.755235435,2.0775573489,-2353.5,82,30.4503812801571,24.7908807661429,-0.810228108985714,81
110,38.873522964,10.893763346,2.4066432404,-2352.5,83,36.4102311133,23.6045926442857,0.0690247733571429,81.7142857142857
115,11.356466877,17.038500358,-0.426477598,-2351.5,84.5,36.7328989817143,22.6240116402857,0.384049640642857,82.4285714285714
105,-4.878684807,3.4613442262,-1.433853882,-2350.5,78.5,31.7291156175714,19.9020415730286,0.450433626928571,81.5714285714286
112,-9.581761006,-9.494376174,-0.555095712,-2349.5,71,26.1748289575714,16.1597493417429,0.688917566214286,80.0714285714286
109,-3.004237288,-6.131573335,-0.690936514,-2348.5,72.5,23.4432637388571,10.4506796970286,0.371047040814286,78.8571428571429
125,-16.5408805,0.8918834775,-0.803608414,-2347.5,78,13.0581987914286,7.34496819052857,0.0820326384714286,78.5
92,33.468553459,25.54899806,-2.358108947,-2346.5,79.5,7.09899709985714,6.02979142267143,-0.551633975228571,78.1428571428571
110,6.4622641509,15.076759998,-2.259328187,-2345.5,80.5,2.46881726941429,6.62736237295714,-1.218201322,77.7857142857143
113,18.575471698,16.970930294,-3.616934723,-2344.5,87,3.50010367241429,6.61770950667143,-1.67398091128571,78.1428571428571
115,4.5566037736,22.993426665,-1.182449387,-2343.5,86,4.84800204107143,9.40800699792857,-1.63806598342857,79.2142857142857
137,12.645768025,7.4990263347,1.6366847337,-2342.5,83,8.02336333121429,11.8356359277429,-1.32495449118571,80.9285714285714
112,-20.28840125,-2.050068324,-1.242784435,-2341.5,75,5.55419705092857,12.4187080721714,-1.40378990847143,81.2857142857143
126,-26.20689655,-1.692590345,-3.170799535,-2340.5,72,4.17333761521429,12.0494975261,-1.74196006861429,80.4285714285714
111,8.7586206897,4.8082810102,-1.589522275,-2339.5,72,0.643347219600001,9.08653794755714,-1.63216197261429,79.3571428571429
95,13.189655172,21.925645653,-0.061596991,-2338.5,79.5,1.60440307975714,10.0649501839857,-1.31820037318571,79.2142857142857
113,14.937304075,0.6416143435,-2.568733707,-2337.5,73.5,1.0846648479,7.73219076248571,-1.1684573709,77.2857142857143
107,-12.02507837,4.1247047929,-1.014752736,-2336.5,72.5,-1.2841468869,5.03665906647143,-1.14450070647143,75.3571428571429
96,-17.03125,6.4914355622,-3.260654417,-2335.5,71,-5.52372089047143,4.89271752754286,-1.84412058514286,73.6428571428571
98,-0.040625,8.9919993,0.9768620661,-2334.5,74.5,-2.63118142618571,6.47015575954286,-1.52702822784286,73.5714285714286
83,38.959375,11.509088398,0.4825221744,-2333.5,76,6.6782859381,8.35610986568572,-1.0051251265,74.1428571428571
121,27.314814815,11.91415119,2.6750101377,-2332.5,75.5,9.32917081314286,9.37123417708571,-0.3959062104,74.6428571428571
107,9.8738877119,-0.618004997,-3.621406235,-2331.5,74,8.85548974741429,6.15071265565714,-0.904450388114286,73.8571428571429
115,0.246875,9.5472904923,-5.122590223,-2330.5,79.5,6.75685702241429,7.42295210548571,-1.26928703325714,74.7142857142857
125,1.8361625362,8.5949095399,-2.247711928,-2329.5,80,8.73703429472857,8.06155278362857,-1.44542406068571,75.7857142857143
